date,tic,open,high,low,close,volume
2021-01-01,ADA-USD,0.17534999549388885,0.1842460036277771,0.1720219999551773,0.18138200044631958,1122218004
2021-01-01,BTC-USD,29374.15234375,29600.626953125,28803.5859375,28994.009765625,40730301359
2021-01-01,DOGE-USD,0.005685000214725733,0.005685000214725733,0.004614999983459711,0.004681000020354986,228961515
2021-01-01,ETH-USD,730.3675537109375,749.2018432617188,719.792236328125,737.7083740234375,13652004358
2021-01-01,SOL-USD,1.8420840501785278,1.8596559762954712,1.5020380020141602,1.5097750425338745,25722549
2021-01-02,ADA-USD,0.17742300033569336,0.1842530071735382,0.16923299431800842,0.17535899579524994,1408849504
2021-01-02,BTC-USD,32127.267578125,33155.1171875,29091.181640625,29376.455078125,67865420765
2021-01-02,DOGE-USD,0.010614999569952488,0.013698000460863113,0.005584000144153833,0.0056859999895095825,3421562680
2021-01-02,ETH-USD,774.5349731445312,786.7984619140625,718.1094970703125,730.4026489257812,19740771179
2021-01-02,SOL-USD,1.7992750406265259,1.9892950057983398,1.7214820384979248,1.8455859422683716,31671064
2021-01-03,ADA-USD,0.20499500632286072,0.20867900550365448,0.17337599396705627,0.17738200724124908,2303857909
2021-01-03,BTC-USD,32782.0234375,34608.55859375,32052.31640625,32129.408203125,78665235202
2021-01-03,DOGE-USD,0.009770999662578106,0.013867000117897987,0.009409000165760517,0.010602000169456005,2707003608
2021-01-03,ETH-USD,975.5076904296875,1006.5650024414062,771.5616455078125,774.5118408203125,45200463368
2021-01-03,SOL-USD,2.1617519855499268,2.364980936050415,1.7999019622802734,1.7999019622802734,55073422
2021-01-04,ADA-USD,0.2247619926929474,0.23966099321842194,0.1944500058889389,0.20523600280284882,3260699086
2021-01-04,BTC-USD,31971.9140625,33440.21875,28722.755859375,32810.94921875,81163475344
2021-01-04,DOGE-USD,0.009766999632120132,0.01142099965363741,0.007877999916672707,0.0097850002348423,1372398979
2021-01-04,ETH-USD,1040.2330322265625,1153.189208984375,912.3053588867188,977.058837890625,56945985763
2021-01-04,SOL-USD,2.4850969314575195,2.4850969314575195,1.8763420581817627,2.16241192817688,59955405
2021-01-05,ADA-USD,0.25831401348114014,0.2648859918117523,0.20845399796962738,0.22481699287891388,4097207384
2021-01-05,BTC-USD,33992.4296875,34437.58984375,30221.1875,31977.041015625,67547324782
2021-01-05,DOGE-USD,0.009920000098645687,0.010219000279903412,0.00897200033068657,0.009766999632120132,687256067
2021-01-05,ETH-USD,1100.006103515625,1129.3714599609375,986.811279296875,1041.498779296875,41535932781
2021-01-05,SOL-USD,2.157217025756836,2.5026159286499023,2.077742099761963,2.4909820556640625,50555207
2021-01-06,ADA-USD,0.3318980038166046,0.3462980091571808,0.25622498989105225,0.2585490047931671,6170988900
2021-01-06,BTC-USD,36824.36328125,36879.69921875,33514.03515625,34013.61328125,75289433811
2021-01-06,DOGE-USD,0.010464999824762344,0.010854000225663185,0.009685000404715538,0.009922999888658524,749915516
2021-01-06,ETH-USD,1207.1121826171875,1209.4285888671875,1064.2333984375,1101.0050048828125,44699914188
2021-01-06,SOL-USD,1.929216980934143,2.185892105102539,1.9075850248336792,2.159626007080078,50263975
2021-01-07,ADA-USD,0.2999800145626068,0.35334399342536926,0.2832159996032715,0.3322719931602478,5149188552
2021-01-07,BTC-USD,39371.04296875,40180.3671875,36491.19140625,36833.875,84762141031
2021-01-07,DOGE-USD,0.00974200014024973,0.010532000102102757,0.009162000380456448,0.010453999973833561,520644706
2021-01-07,ETH-USD,1225.6781005859375,1282.57958984375,1167.443115234375,1208.078369140625,40468027280
2021-01-07,SOL-USD,2.3727450370788574,2.611830949783325,1.9330430030822754,1.9365860223770142,159870278
